   0.0000000e+00  -4.9743548e+00
   2.5000000e-01  -4.5762632e+00
   5.0000000e-01  -4.1937360e+00
   7.5000000e-01  -4.6704692e+00
   1.0000000e+00  -4.9344858e+00
   1.2500000e+00  -4.4220555e+00
   1.5000000e+00  -4.5277840e+00
   1.7500000e+00  -4.9992475e+00
   2.0000000e+00  -3.8555161e+00
   2.2500000e+00  -4.0038171e+00
   2.5000000e+00  -3.8991792e+00
   2.7500000e+00  -3.5015759e+00
   3.0000000e+00  -3.4048307e+00
   3.2500000e+00  -3.7674720e+00
   3.5000000e+00  -3.1249760e+00
   3.7500000e+00  -2.8508785e+00
   4.0000000e+00  -2.7660057e+00
   4.2500000e+00  -1.3703917e+00
   4.5000000e+00  -2.3512818e+00
   4.7500000e+00  -1.8491049e+00
   5.0000000e+00  -1.6500975e+00
   5.2500000e+00  -1.5625578e+00
   5.5000000e+00  -7.4875072e-01
   5.7500000e+00  -4.6405076e-01
   6.0000000e+00   7.6503626e-01
   6.2500000e+00   2.0250327e-01
   6.5000000e+00   1.2052425e-01
   6.7500000e+00   1.7771803e+00
   7.0000000e+00   1.9114348e+00
   7.2500000e+00   1.4923841e+00
   7.5000000e+00   1.1603373e+00
   7.7500000e+00   1.9891295e+00
   8.0000000e+00   2.4220295e+00
   8.2500000e+00   2.9158853e+00
   8.5000000e+00   2.9132253e+00
   8.7500000e+00   3.5184400e+00
   9.0000000e+00   3.7314810e+00
   9.2500000e+00   3.1338596e+00
   9.5000000e+00   3.4927862e+00
   9.7500000e+00   3.7867950e+00
   1.0000000e+01   4.0762182e+00
   1.0250000e+01   4.3240760e+00
   1.0500000e+01   4.6256322e+00
   1.0750000e+01   3.2200620e+00
   1.1000000e+01   4.6011218e+00
   1.1250000e+01   5.5251506e+00
   1.1500000e+01   4.4238736e+00
   1.1750000e+01   5.4561587e+00
   1.2000000e+01   5.1751605e+00
   1.2250000e+01   4.9747917e+00
   1.2500000e+01   5.0484504e+00
   1.2750000e+01   4.1213984e+00
   1.3000000e+01   4.7873594e+00
   1.3250000e+01   5.5366238e+00
   1.3500000e+01   4.6685715e+00
   1.3750000e+01   4.5050505e+00
   1.4000000e+01   3.9630425e+00
   1.4250000e+01   4.1419412e+00
   1.4500000e+01   4.0829402e+00
   1.4750000e+01   3.9723928e+00
   1.5000000e+01   3.3491295e+00
   1.5250000e+01   3.1785018e+00
   1.5500000e+01   4.0556526e+00
   1.5750000e+01   1.6486742e+00
   1.6000000e+01   3.6147228e+00
   1.6250000e+01   2.3802253e+00
   1.6500000e+01   2.4134476e+00
   1.6750000e+01   7.7511509e-01
   1.7000000e+01   9.9907794e-01
   1.7250000e+01   8.3641953e-01
   1.7500000e+01   8.6398881e-01
   1.7750000e+01  -5.0808470e-01
   1.8000000e+01   2.3581716e-01
   1.8250000e+01  -9.3343925e-01
   1.8500000e+01  -6.1953594e-01
   1.8750000e+01  -6.4927367e-01
   1.9000000e+01  -1.1305652e+00
   1.9250000e+01  -1.0658806e+00
   1.9500000e+01  -1.4103786e+00
   1.9750000e+01  -2.5368973e+00
   2.0000000e+01  -2.3714719e+00
   2.0250000e+01  -3.2500401e+00
   2.0500000e+01  -3.7047014e+00
   2.0750000e+01  -2.8343161e+00
   2.1000000e+01  -3.5355090e+00
   2.1250000e+01  -3.7866585e+00
   2.1500000e+01  -3.5112031e+00
   2.1750000e+01  -3.8600562e+00
   2.2000000e+01  -4.1550264e+00
   2.2250000e+01  -3.8592381e+00
   2.2500000e+01  -4.1545029e+00
   2.2750000e+01  -4.6147690e+00
   2.3000000e+01  -5.1748097e+00
   2.3250000e+01  -5.2297032e+00
   2.3500000e+01  -4.3611734e+00
   2.3750000e+01  -5.7952098e+00
   2.4000000e+01  -5.0122310e+00
